index,filename,width,height,mse,psnr,error
409,479_img_.png,1024,768,3545.176025390625,12.63442611694336,
410,480_img_.png,657,494,1942.4102783203125,15.247393608093262,
411,481_img_.png,690,408,1583.8770751953125,16.133590698242188,
412,482_img_.png,690,459,1054.3397216796875,17.900999069213867,
413,483_img_.png,649,487,445.74383544921875,21.639949798583984,
414,484_img_.png,690,517,2360.148681640625,14.401411056518555,
415,485_img_.png,1280,720,1135.4058837890625,17.57929229736328,
416,486_img_.png,780,585,4904.06591796875,11.225241661071777,
417,487_img_.png,550,312,1570.2220458984375,16.171192169189453,
418,488_img_.png,1280,811,646.4444580078125,20.02549171447754,
419,489_img_.png,1600,1200,1625.9466552734375,16.01974105834961,
420,48_img_.png,620,400,235.30775451660156,24.41444206237793,
421,490_img_.png,690,408,2015.4932861328125,15.086990356445312,
422,491_img_.png,690,517,1577.38427734375,16.151430130004883,
423,492_img_.png,690,517,2519.570556640625,14.117538452148438,
424,493_img_.png,1280,720,1390.0887451171875,16.70037841796875,
425,494_img_.png,1280,720,792.51220703125,19.140743255615234,
426,495_img_.png,330,170,1505.2615966796875,16.35468292236328,
427,496_img_.png,690,467,2431.38525390625,14.272266387939453,
428,497_img_.png,685,513,1363.820068359375,16.783233642578125,
429,498_img_.png,1280,784,1999.6397705078125,15.12128734588623,
430,499_img_.png,1024,614,284.4817810058594,23.590259552001953,
431,49_img_.png,1280,827,436.39105224609375,21.732046127319336,
432,4_img_.png,640,480,645.8086547851562,20.029766082763672,
433,501_img_.png,1024,768,2242.744384765625,14.623006820678711,
434,502_img_.png,1280,720,525.9035034179688,20.92174530029297,
435,503_img_.png,1280,720,991.466552734375,18.16802406311035,
436,504_img_.png,1280,720,1244.120361328125,17.182180404663086,
437,505_img_.png,1280,720,1459.2227783203125,16.489587783813477,
438,506_img_.png,1280,801,272.1958312988281,23.78199005126953,
439,507_img_.png,960,1230,138.10374450683594,26.728748321533203,
440,508_img_.png,1280,720,1229.4068603515625,17.23384666442871,
441,509_img_.png,1280,720,1659.0208740234375,15.93228530883789,
442,50_img_.png,640,480,1183.0562744140625,17.40074920654297,
443,510_img_.png,1920,1080,2185.614013671875,14.735069274902344,
444,511_img_.png,1024,768,733.9569091796875,19.474098205566406,
445,512_img_.png,990,742,404.9046325683594,22.057275772094727,
446,513_img_.png,1200,810,1968.01416015625,15.190523147583008,
447,515_img_.png,1024,768,2653.051025390625,13.89334774017334,
448,516_img_.png,627,470,1072.5677490234375,17.826557159423828,
449,517_img_.png,578,366,415.7940673828125,21.9420223236084,
450,518_img_.png,644,364,5002.1015625,11.13927936553955,
451,519_img_.png,660,495,3483.361328125,12.71081829071045,
452,51_img_.png,640,480,1002.7976684570312,18.118671417236328,
453,524_img_.png,1200,750,1110.00146484375,17.677566528320312,
454,526_img_.png,640,480,4365.7080078125,11.730257034301758,
455,527_img_.png,850,564,1697.7275390625,15.832123756408691,
456,528_img_.png,850,564,5674.98876953125,10.591154098510742,
457,52_img_.png,640,480,1870.52294921875,15.411172866821289,
458,530_img_.png,640,428,861.6524047851562,18.777482986450195,
